code,ffp_status,current_accrual_eligible,risk_level,relation_hint,status_note_cn,source,source_registry,source_refs,source_url_reference,ai_assisted_notice
HU,codeshare_or_elite_only_unknown_ffp,False,medium,codeshare_or_hint,海南航空作为代码共享/精英权益/输入提示候选保留；不代表当前参考可累积南航定级里程或航段。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
JD,codeshare_or_elite_only_unknown_ffp,False,medium,codeshare_or_hint,首都航空作为代码共享/精英权益/输入提示候选保留；不代表当前参考可累积南航定级里程或航段。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
JL,codeshare_or_elite_only_unknown_ffp,False,medium,codeshare_or_hint,日本航空作为代码共享/精英权益/输入提示候选保留；不代表当前参考可累积南航定级里程或航段。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
KE,active_ffp_partner,True,low,current_partner,大韩航空为工作库标记为可累积参考合作伙伴；工作表显示2026-04-01起。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
KL,legacy_skyteam_verify_required,False,verify_required,legacy_skyteam,荷兰皇家航空属于历史天合/历史合作语境中可能出现的航司；2025-2026工作库中默认不作为当前南航明珠可累积合作伙伴。代码共享情况需另行核对。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
KLM,legacy_skyteam_verify_required,False,verify_required,legacy_skyteam,荷兰皇家航空属于历史天合/历史合作语境中可能出现的航司；2025-2026工作库中默认不作为当前南航明珠可累积合作伙伴。代码共享情况需另行核对。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
KN,codeshare_or_elite_only_unknown_ffp,False,medium,codeshare_or_hint,中国联合航空作为代码共享/精英权益/输入提示候选保留；不代表当前参考可累积南航定级里程或航段。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
KQ,legacy_skyteam_verify_required,False,verify_required,legacy_skyteam,肯尼亚航空属于历史天合/历史合作语境中可能出现的航司；2025-2026工作库中默认不作为当前南航明珠可累积合作伙伴。代码共享情况需另行核对。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
KY,codeshare_or_elite_only_unknown_ffp,False,medium,codeshare_or_hint,昆明航空作为代码共享/精英权益/输入提示候选保留；不代表当前参考可累积南航定级里程或航段。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
ME,legacy_skyteam_verify_required,False,verify_required,legacy_skyteam,中东航空属于历史天合/历史合作语境中可能出现的航司；2025-2026工作库中默认不作为当前南航明珠可累积合作伙伴。代码共享情况需另行核对。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
MF,active_ffp_partner,True,low,current_partner,厦门航空为工作库标记为可累积参考合作伙伴；工作表显示2025-01-01起。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
MU,legacy_skyteam_verify_required,False,verify_required,legacy_skyteam,中国东方航空属于历史天合/历史合作语境中可能出现的航司；2025-2026工作库中默认不作为当前南航明珠可累积合作伙伴。代码共享情况需另行核对。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
NS,codeshare_or_elite_only_unknown_ffp,False,medium,codeshare_or_hint,河北航空作为代码共享/精英权益/输入提示候选保留；不代表当前参考可累积南航定级里程或航段。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
OK,legacy_skyteam_verify_required,False,verify_required,legacy_skyteam,捷克航空属于历史天合/历史合作语境中可能出现的航司；2025-2026工作库中默认不作为当前南航明珠可累积合作伙伴。代码共享情况需另行核对。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
OQ,self_or_subsidiary,True,low,subsidiary,重航按南航体系规则处理。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
QR,codeshare_or_elite_only_unknown_ffp,False,medium,codeshare_or_hint,卡塔尔航空作为代码共享/精英权益/输入提示候选保留；不代表当前参考可累积南航定级里程或航段。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
QW,codeshare_or_elite_only_unknown_ffp,False,medium,codeshare_or_hint,青岛航空作为代码共享/精英权益/输入提示候选保留；不代表当前参考可累积南航定级里程或航段。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
RO,legacy_skyteam_verify_required,False,verify_required,legacy_skyteam,罗马尼亚航空属于历史天合/历史合作语境中可能出现的航司；2025-2026工作库中默认不作为当前南航明珠可累积合作伙伴。代码共享情况需另行核对。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
SU,legacy_skyteam_verify_required,False,verify_required,legacy_skyteam,俄罗斯航空属于历史天合/历史合作语境中可能出现的航司；2025-2026工作库中默认不作为当前南航明珠可累积合作伙伴。代码共享情况需另行核对。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
SV,legacy_skyteam_verify_required,False,verify_required,legacy_skyteam,沙特航空属于历史天合/历史合作语境中可能出现的航司；2025-2026工作库中默认不作为当前南航明珠可累积合作伙伴。代码共享情况需另行核对。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
TV,codeshare_or_elite_only_unknown_ffp,False,medium,codeshare_or_hint,西藏航空作为代码共享/精英权益/输入提示候选保留；不代表当前参考可累积南航定级里程或航段。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
UX,legacy_skyteam_verify_required,False,verify_required,legacy_skyteam,欧罗巴航空属于历史天合/历史合作语境中可能出现的航司；2025-2026工作库中默认不作为当前南航明珠可累积合作伙伴。代码共享情况需另行核对。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
VA,codeshare_or_elite_only_unknown_ffp,False,medium,codeshare_or_hint,维珍澳洲航空作为代码共享/精英权益/输入提示候选保留；不代表当前参考可累积南航定级里程或航段。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
VN,active_ffp_partner,True,low,current_partner,越南航空为工作库标记为可累积参考合作伙伴。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
ZH,codeshare_or_elite_only_unknown_ffp,False,medium,codeshare_or_hint,深圳航空作为代码共享/精英权益/输入提示候选保留；不代表当前参考可累积南航定级里程或航段。,manual_2026_working_library,data/data_sources_2026.json,SRC-002 / SRC-003 / SRC-006,https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/earning/fly_/fly_operation ; https://www.csair.com/mcms/mcmsNewSite/mows/cn/#/skypearl/member/hyqy/hzhs,部分代码/文档/数据整理流程使用AI辅助生成或修改；数据需人工核验。
